,loss,accuracy,val_loss,val_accuracy
0,2.1746535301208496,0.4021662473678589,2.8672397136688232,0.25822901725769043
1,2.143237352371216,0.4092300534248352,2.8889825344085693,0.2484932839870453
2,2.0902960300445557,0.42877325415611267,3.030550718307495,0.23412147164344788
3,2.0544536113739014,0.4226512908935547,2.878098726272583,0.25683820247650146
4,2.042923927307129,0.4338356554508209,3.069287061691284,0.2262401431798935
5,1.9753817319869995,0.4491405785083771,3.1845457553863525,0.2225312888622284
6,1.9476020336151123,0.45961856842041016,3.089019298553467,0.2257765382528305
7,1.9253456592559814,0.4604426622390747,2.852337121963501,0.2549837827682495
8,1.8793946504592896,0.47704261541366577,2.8529067039489746,0.2619378864765167
9,1.8694583177566528,0.4799858629703522,2.7290141582489014,0.27909132838249207
10,1.825818657875061,0.48151636123657227,2.860414743423462,0.26425591111183167
11,1.779234528541565,0.49788084626197815,3.3512582778930664,0.2257765382528305
12,1.7624523639678955,0.5,2.916710376739502,0.25405657291412354
13,1.741090178489685,0.502354621887207,3.228419303894043,0.22670374810695648
14,1.7290701866149902,0.5098893046379089,2.8822033405303955,0.2596198320388794
15,1.7090944051742554,0.5091829299926758,2.904994010925293,0.27167361974716187
16,1.64967679977417,0.5229573845863342,2.910996437072754,0.2786277234554291
17,1.6342570781707764,0.5361431837081909,3.6600561141967773,0.19888734817504883
18,1.6301994323730469,0.5364963412284851,2.887997627258301,0.28048214316368103
19,1.5960538387298584,0.5397927761077881,2.9923126697540283,0.26054704189300537
